"ASSET ID","ALT ASSET ID","PRODUCT NAME","ASSET ALIAS","INSTALLATION","SUPPORTED BY","PRODUCT TYPE","INSTALLED CODE","LOCATION NAME","INSTANCE ID","SOLUTION ID","LOCATION ID","INSTALL BASE AGE","CONNECTIVITY STATUS","LAST ALERT & TELEMETRY DELIVERY","CONNECTION TYPE","CONNECTION AGE","SERVICES STATUS","CONTRACT TYPE","CONTRACT END DATE","SALES ORDER#","END OF STANDARD SUPPORT","CITY","COUNTRY"
"J4BTC64",,"PowerEdge R360",,"Not Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","11mo, 23d","Not Configured",,"OTHER",,"Active","ProSupport","February 18, 2028","1011380954",,"DAR ES SALAAM","TZ"
"JBJJN44",,"VxRail E660F",,"Not Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 2mo, 15d","Not Eligible",,"",,,,,"1008156512","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"JV4BNY3","JV4BNY3","DD6400 Appliance",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 8mo, 19d","Not Eligible",,"",,"Active","ProSupport Plus","March 07, 2027","1000901883","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"D0CQR74","D0CQR74","Dell EMC Unity XT 480",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4mo, 27d","Not Eligible",,"",,"Active","ProSupport","August 23, 2026","1018660395",,"DAR ES SALAAM","TZ"
"J0CQR74","J0CQR74","Dell EMC Unity XT 480",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4mo, 25d","Not Eligible",,"",,"Active","ProSupport","July 29, 2026","1018649289",,"DAR ES SALAAM","TZ"
"G0CQR74","G0CQR74","Dell EMC Unity XT 480",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4mo, 27d","Not Eligible",,"",,"Active","ProSupport","August 23, 2026","1018660397",,"DAR ES SALAAM","TZ"
"41CQR74","41CQR74","Dell EMC Unity XT 480",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4mo, 27d","Not Eligible",,"",,"Active","ProSupport","August 23, 2026","1018660394",,"DAR ES SALAAM","TZ"
"81CQR74","81CQR74","Dell EMC Unity XT 480",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4mo, 28d","Not Eligible",,"",,"Active","ProSupport","July 29, 2026","1018649287",,"DAR ES SALAAM","TZ"
"61CQR74","61CQR74","Dell EMC Unity XT 480",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4mo, 27d","Not Eligible",,"",,"Active","ProSupport","August 23, 2026","1018660393",,"DAR ES SALAAM","TZ"
"21CQR74","21CQR74","Dell EMC Unity XT 480",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4mo, 28d","Not Eligible",,"",,"Active","ProSupport","July 29, 2026","1018649290",,"DAR ES SALAAM","TZ"
"B0CQR74","B0CQR74","Dell EMC Unity XT 480",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4mo, 28d","Not Eligible",,"",,"Active","ProSupport","July 29, 2026","1018649288",,"DAR ES SALAAM","TZ"
"DLF0000355024788",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"DLF0000355024799",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"DLF0000355024787",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"DLF0000355024756",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"DLF0000355024754",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"DLF0000355024757",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"DLF0000355024817",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"DLF0000355024798",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"DLF0000355024806",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","273950375",,"DAR ES SALAAM","TZ"
"20402403",,"RecoverPoint EX",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402404",,"RecoverPoint EX",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402405",,"RecoverPoint virtual appliance",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158","December 07, 2022","DAR ES SALAAM","Tanzania, United Republic of"
"20402406",,"AppSync",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402408",,"RecoverPoint EX",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402409",,"RecoverPoint EX",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402410",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402411",,"RecoverPoint virtual appliance",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158","December 07, 2022","DAR ES SALAAM","Tanzania, United Republic of"
"20402412",,"AppSync",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402414",,"Data Protection Central",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402415",,"NetWorker",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20402417",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 6mo, 1d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20442672",,"Data Domain Boost",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 5mo, 25d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20442673",,"Data Domain Replicator",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 5mo, 25d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20442697",,"Data Domain Boost",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 5mo, 25d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"20442698",,"Data Domain Replicator",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 5mo, 25d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"24353556",,"Data Domain Boost",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","5yr, 8mo, 17d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","310905167",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685188",,"PowerProtect Software",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685191",,"PowerProtect Software",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685195",,"PowerProtect Software",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685198",,"PowerProtect Software",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685201",,"PowerProtect Software",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685204",,"ProtectPoint for VMAX3",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685207",,"ProtectPoint for VMAX3",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685210",,"PowerProtect Storage Direct",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685213",,"PowerProtect Storage Direct",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685216",,"NetWorker",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685219",,"Avamar Virtual Edition",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685222",,"Data Protection Advisor",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685225",,"Data Protection Central",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685228",,"Avamar Server",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685231",,"vRealize Data Protection Extension for Avamar",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685234",,"Data Protection Advisor",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685237",,"PowerProtect Software",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685240",,"CloudBoost Virtual Appliance",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685243",,"vCloud Director Data Protection Extension",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685246",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685249",,"PowerProtect Cyber Recovery",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685252",,"PowerProtect Software",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"24685255",,"Cloud Disaster Recovery",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC-1","",,"43541739189394","5yr, 7mo, 2d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"26557500",,"Data Domain Boost",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","4yr, 8mo, 10d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","311018500",,"DAR ES SALAAM","Tanzania, United Republic of"
"BRCCCD1916P049",,"Connectrix DS-6505B",,"Installed","Dell Technologies","HARDWARE","7.2.1d","CRDB BANK PLC-1","",,"43541739189394","7yr, 2mo, 28d","Not Configured",,"OTHER",,"Ended","ProSupport","August 01, 2025","310558158","July 31, 2025","DAR ES SALAAM","Tanzania, United Republic of"
"BRCCCD1916P04E",,"Connectrix DS-6505B",,"Installed","Dell Technologies","HARDWARE","7.2.1d","CRDB BANK PLC-1","",,"43541739189394","7yr, 2mo, 28d","Not Configured",,"OTHER",,"Ended","ProSupport","August 01, 2025","310558158","July 31, 2025","DAR ES SALAAM","Tanzania, United Republic of"
"BRCCCD1916P04J",,"Connectrix DS-6505B",,"Installed","Dell Technologies","HARDWARE","7.2.1d","CRDB BANK PLC-1","",,"43541739189394","7yr, 2mo, 28d","Not Configured",,"OTHER",,"Ended","ProSupport","August 01, 2025","310558158","July 31, 2025","DAR ES SALAAM","Tanzania, United Republic of"
"CKM00181601551",,"DD6300 Appliance",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC-1","",,"43541739189394","1yr, 7mo, 28d","Connected","2025-10-20 06:36:00","Secure Connect Gateway - Appliance v5","1d","Active","ProSupport","February 01, 2026","310558158","August 31, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"CKM00181601556",,"DD6300 Appliance",,"Installed","Dell Technologies","HARDWARE","7.7.5.30","CRDB BANK PLC-1","",,"43541739189394","1yr, 7mo, 28d","Not Connected","2025-04-16 10:23:41","Secure Connect Gateway - Appliance v5","6mo, 5d","Active","ProSupport","February 01, 2026","310558158","August 31, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"CKM00181700389",,"Dell EMC Unity 500",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 4mo, 9d","Connected","2025-10-21 03:25:12","Secure Connect Gateway - Appliance v5","< 1d","Active","ProSupport","August 01, 2026","310558158","July 31, 2026","DAR ES SALAAM","Tanzania, United Republic of"
"CKM00181700390",,"Dell EMC Unity 500",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 4mo, 9d","Connected","2025-10-20 08:49:58","Secure Connect Gateway - Appliance v5","1d","Active","ProSupport","August 01, 2026","310558158","July 31, 2026","DAR ES SALAAM","Tanzania, United Republic of"
"ELMAPL0324V12R",,"Secure Connect Gateway - Virtual Edition",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","1yr, 7mo, 13d","Connected","2025-10-20 12:03:09","Secure Connect Gateway - Appliance v5","1d","Active","ProSupport For Software","January 01, 2031","Not Available",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMAPP07198T7D",,"AppSync",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","6yr, 3mo, 13d","Not Configured",,"OTHER",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMAPP0719J2W8",,"AppSync",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","6yr, 3mo, 13d","Not Configured",,"OTHER",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMCB00320DK1Z",,"CloudBoost Virtual Appliance",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","5yr, 6mo, 20d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMESR092147WM",,"Secure Remote Services Virtual Edition",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","4yr, 1mo, 14d","Not Eligible",,"",,"Active","ProSupport For Software","January 01, 2031","Not Available",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMESR0921Y1DQ",,"Secure Remote Services Virtual Edition",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","4yr, 1mo, 7d","Not Eligible",,"",,"Active","ProSupport For Software","January 01, 2031","Not Available",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMESR0921Z77Z",,"Secure Remote Services Virtual Edition",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","4yr, 1mo, 15d","Not Eligible",,"",,"Active","ProSupport For Software","January 01, 2031","Not Available",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMNET032062ZW",,"Cloud Disaster Recovery",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","5yr, 6mo, 20d","Not Eligible",,"",,"Ended","ProSupport For Software","April 20, 2021","320237154",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMNET0718XXPV",,"NetWorker",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","7yr, 2mo, 21d","Not Eligible",,"",,"Active","ProSupport For Software","February 01, 2026","Not Available",,"DAR ES SALAAM","Tanzania, United Republic of"
"ELMSMO0819PTB9",,"Storage Monitoring and Reporting",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC-1","",,"43541739189394","6yr, 2mo, 15d","Not Eligible",,"",,"Active","ProSupport For Software","August 01, 2026","310558158",,"DAR ES SALAAM","Tanzania, United Republic of"
